character,hun_eum,components_norm,components_detail,comp_status,title,link,content
曼,길게 끌 만,又曰网,曰(모양) 罒(눈 목) 又(또(손) 우),ok,길게 끌 만(曼),http://tonghanja.com/%ea%b8%b8%ea%b2%8c-%eb%81%8c-%eb%a7%8c%e6%9b%bc/,曼 .특급Ⅱ 曰: 모양 罒: 눈 목 又: 또(손) 우 두건(曰)을 눈(罒) 위에 손(又)으로 착용하는 것은? 두건 을 눈 위에 손 으로 착용하는 것은 두건의 양쪽 끝을 ‘ 길게 끎 ’이지요. 길게 끌 만
冒,무릅쓸 모,目,目(눈 목),ok,무릅쓸 모(冒),http://tonghanja.com/%eb%ac%b4%eb%a6%85%ec%93%b8-%eb%aa%a8%e5%86%92/,"冒 .3급 ⺜: 모양 目: 눈 목 두건(⺜)을 눈(目) 위에 착용하는 것은? 두건 을 눈 위에 착용하는 것은 두건을 ‘ 무릅씀 ’이지요. 무릅쓸 모 모험(冒險), 모두발언(冒頭發言) * 무릅쓰다: 1. 뒤집어서 머리에 덮어쓰다. 2. 힘들고 어려운 일을 참고 견디다."
騷,떠들 소,蚤馬,馬(말 마) 蚤(벼룩 조),ok,떠들 소(騷),http://tonghanja.com/%eb%96%a0%eb%93%a4-%ec%86%8c%e9%a8%b7/,"騷 .3급 馬: 말 마 蚤: 벼룩 조 말(馬)이 벼룩(蚤)에 물리면? 말 이 벼룩 에 물리면 ‘ 떠듦 ’이지요. 떠들 소 소 음 (騷 音 : 시끄럽게 떠드는 소리 ) , 소동(騷動), 소란(騷亂)"
蚤,벼룩 조,又,又(또(손) 우),ok,벼룩 조(蚤),http://tonghanja.com/%eb%b2%bc%eb%a3%a9-%ec%a1%b0%e8%9a%a4/,蚤 .특급Ⅱ 又: 또(손) 우 : 모양 虫: 벌레 충 손(又)으로 나누는( ) 벌레(虫)는? 손 으로 나누어 죽이는 벌레 는 ‘ 벼룩 ’이지요. 벼룩 조
昨,어제 작,乍日,日(날 일) 乍(잠깐 사),ok,어제 작(昨),http://tonghanja.com/%ec%96%b4%ec%a0%9c-%ec%9e%91%e6%98%a8/,"昨 .6급Ⅱ 日: 날 일 乍: 잠깐 사 날(日)인데 잠깐(乍) 사이에 지나가는 것은? 날 인데 잠깐 사이에 지나가는 것은 ‘ 어제 ’이지요. 어제 작 작 일 (昨 日 : 어제) , 작년(昨年), 작금(昨今)"
作,지을 작,乍人,亻(사람 인) 乍(잠깐 사),ok,지을 작(作),http://tonghanja.com/%ec%a7%80%ec%9d%84-%ec%9e%91%e4%bd%9c/,"作 .6급Ⅱ 亻: 사람 인 乍: 잠깐 사 사람(亻)이 잠깐(乍) 사이에 하는 것은? 사람 이 잠깐 사이에 하는 것은 홈을 칼로 파서 글 등을 ‘ 지음 ’이지요. 지을 작 작 성 (作 成 : 지어서 이룸 ) , 작품(作品), 제작(製作)"
詐,속일 사,乍言,言(말씀(말) 언) 乍(잠깐 사),ok,속일 사(詐),http://tonghanja.com/%ec%86%8d%ec%9d%bc-%ec%82%ac%e8%a9%90-2/,"詐 .3급 言: 말씀(말) 언 乍: 잠깐 사 말(言)을 잠깐(乍) 사이에 짓는 것은? 말 을 잠깐 사이에 지어내는 것은 ‘ 속임 ’이지요. 속일 사 사 기 (詐 欺 : 속임) , 사칭(詐稱)"
乍,잠깐 사,,양(刀(칼 도)의 이형),image,잠깐 사(乍),http://tonghanja.com/%ec%9e%a0%ea%b9%90-%ec%82%ac%e4%b9%8d/,乍 .특급Ⅱ : 모양 : 刀(칼 도)의 이형 홈( )을 칼( )로 파는 순간은? 홈 을 칼 로 파는 순간은 ‘ 잠깐 ’이지요. 잠깐 사
龜,거북 귀/ 터질 균,,,none,거북 귀/ 터질 균(龜),http://tonghanja.com/%ea%b1%b0%eb%b6%81-%ea%b7%80-%ed%84%b0%ec%a7%88-%ea%b7%a0%e9%be%9c/,"龜 .3급 머리( )와 눈( )과 몸통( )과 다리( )와 등딱지( )와 꼬리( )는? 머리 와 눈 과 몸통 과 다리 와 등딱지 와 꼬리 로 된 것은 ‘ 거북 ’이지요. 거북 귀 귀갑(龜甲), 귀감(龜鑑) , 균열(龜裂) * ‘龜’는 거북의 등딱지가 갈라져 벌어진 모양에서 ‘터질 균’이라고도 합니다."
襲,엄습할 습,衣龍,龍(용 룡) 衣(옷 의),ok,엄습할 습(襲),http://tonghanja.com/%ec%97%84%ec%8a%b5%ed%95%a0-%ec%8a%b5%e8%a5%b2/,"襲 .3급Ⅱ 龍: 용 룡 衣: 옷 의 용(龍)이 옷(衣)을 젖게 하는 것은? 용 이 비를 내려 옷 을 젖게 하는 것은 ‘ 엄습함 ’이지요. 엄습할 습 엄 습 ( 掩 襲: 불시에 습격함 ) , 기습(奇襲), 습격(襲擊)"
龍,용 룡,,,none,용 룡(龍),http://tonghanja.com/%ec%9a%a9-%eb%a3%a1%e9%be%8d/,"龍 .4급 머리(立)와 뿔( )과 배(月)와 몸통 및 꼬리(己)와 다리( )는? 머리 와 뿔 과 배 와 몸통 및 꼬리 와 많은 다리 로 된 것은 ‘ 용 ’이지요. 용 룡 용 (龍: 구름을 몰고 다니며 비를 내린다는 동물 ) , 청룡(靑龍), 황룡(黃龍)"
濕,젖을 습,曰水絲,氵(물 수) 曰(모양) 絲(실 사),ok,젖을 습(濕),http://tonghanja.com/%ec%a0%96%ec%9d%84-%ec%8a%b5%e6%bf%95/,"濕 .3급Ⅱ 氵: 물 수 曰: 모양 絲: 실 사 물(氵)에서 풀어낸 누에고치(曰)의 실(絲)은? 물 에서 풀어낸 누에고치 의 실 은 ‘ 젖음 ’이지요. 젖을 습 습 함 (濕 함 : 젖음) , 습기(濕氣), 다습(多濕) * 누에고치에서 실을 풀어내려면 고치를 물에 삶아 접착 성분을 약화시켜야 한답니다."
顯,나타날 현,曰絲頁,曰(모양) 絲(실 사) 頁(머리 혈),ok,나타날 현(顯),http://tonghanja.com/%eb%82%98%ed%83%80%eb%82%a0-%ed%98%84%e9%a1%af/,"顯 .4급 曰: 모양 絲: 실 사 頁: 머리 혈 누에고치(曰)의 실(絲) 머리(頁)를 풀면? 누에고치 의 실 머리 (실마리)를 찾아서 풀면 번데기가 ‘ 나타남 ’이지요. 나타날 현 발 현 ( 發 顯: 속에 있거나 숨은 것이 밖으로 나타남 ) , 현저(顯著), 현미경(顯微鏡) * 실마리: 감겨 있거나 헝클어진 실의 첫머리 ."
㬎,나타날 현,曰絲,曰(모양) 絲(실 사),ok,나타날 현(㬎),http://tonghanja.com/%eb%82%98%ed%83%80%eb%82%a0-%ed%98%84%e3%ac%8e/,㬎 .무급 曰: 모양 絲: 실 사 누에고치(曰)의 실(絲)을 풀면? 누에고치 의 실 을 풀면 번데기가 ‘ 나타남 ’이지요. 나타날 현
聲,소리 성,士殳耳,士(모) 양(모양) 殳(칠 수) 耳(귀 이),ok,소리 성(聲),http://tonghanja.com/%ec%86%8c%eb%a6%ac-%ec%84%b1%e8%81%b2/,"聲 .4급Ⅱ 士: 모양 : 모양 殳:칠 수 耳: 귀 이 틀(士)에 매달린 눈썹( )모양의 돌을 치면(殳) 귀(耳)에 들리는 것은? 틀 에 매달린 눈썹 모양의 돌인 석경을 치면 귀 에 들리는 것은 ‘ 소리 ’이지요. 소리 성 음성(音聲), 발성(發聲), 성악(聲樂) * 석경(石 磬 ): 틀에 눈썹 모양의 돌을 매달아, 뿔 망치로 쳐서 소리를 내는 악기."
声,소리 성,,,none,소리 성(声),http://tonghanja.com/%ec%86%8c%eb%a6%ac-%ec%84%b1%e5%a3%b0/,"声 .무급 틀(士)에 매달린 눈썹( ) 모양의 돌에서 나는 것은? 틀 에 매달린 눈썹 모양의 돌인 석경에서 나는 것은 ‘ 소리 ’이지요. 소리 성 * 석경(石 磬 ): 틀에 ‘厂‘ 자 모양의 돌을 매달아, 뿔 망치로 쳐서 소리를 내는 악기."
眉,눈썹 미,目,급(모양) 目(눈 목),ok,눈썹 미(眉),http://tonghanja.com/%eb%88%88%ec%8d%b9-%eb%af%b8%e7%9c%89/,"眉 .3급 : 모양 目: 눈 목 언덕( ) 모양의 많은 털( )인데 눈(目) 위에 있는 것은? 언덕 모양으로 난 많은 털 인데 눈 위에 있는 것은 ‘ 눈썹 ’이지요. 눈썹 미 백미(白眉), 초미(焦眉), 미간(眉間)"
壓,누를 압,厭土,厭(싫어할 염) 土(흙(땅) 토),ok,누를 압(壓),http://tonghanja.com/%eb%88%84%eb%a5%bc-%ec%95%95%e5%a3%93/,"壓 .4급Ⅱ 厭: 싫어할 염 土: 흙(땅) 토 싫어하는(厭) 상대를 땅(土)으로 밀어붙이는 것은? 싫어하는 상대를 땅 으로 밀어붙이는 것은 ‘ 누름 ’이지요. 누를 압 압 박 (壓 迫 : 내리 눌러 핍박함 ) , 압력(壓力), 강압(強壓)"
厭,싫어할 염,厂猒,厂(기슭(굴바위) 엄) 猒(물릴 염),ok,싫어할 염(厭),http://tonghanja.com/%ec%8b%ab%ec%96%b4%ed%95%a0-%ec%97%bc%e5%8e%ad/,"厭 .2급 厂: 기슭(굴바위) 엄 猒: 물릴 염 굴바위(厂)에서 물리도록(猒) 있으면? 어두운 굴바위 에서 물리도록 있으면 굴바위를 ‘ 싫어함 ’이지요. 싫어할 염 염 증 (厭 症 : 무엇을 싫어할 때 나타나는 증세 ) , 염세주의(厭世主義)"
猒,물릴 염,日肰,日(날 일) 肰(개고기 연),ok,물릴 염(猒),http://tonghanja.com/%eb%ac%bc%eb%a6%b4-%ec%97%bc%e7%8c%92/,猒 .무급 日: 날 일 肰: 개고기 연 날(日)마다 개고기(肰)를 먹으면? 날 마다 개고기 를 먹으면 개고기가 ‘ 물림 ’이지요. 물릴 염
燃,탈 연,火然,火(불 화) 然(그럴 연),ok,탈 연(燃),http://tonghanja.com/%ed%83%88-%ec%97%b0%e7%87%83/,"燃 .4급 火: 불 화 然: 그럴 연 불(火)에 그렇게(然) 하는 것은? 불 에 그렇게 하는 것은 개고기가 ‘ 탐 ’이지요. 탈 연 연 소 (燃 燒 : 불에 탐) , 연료(燃料), 연비(燃費)"
然,그럴 연,火肰,肰(개고기 연) 灬(불 화),ok,그럴 연(然),http://tonghanja.com/%ea%b7%b8%eb%9f%b4-%ec%97%b0%e7%84%b6/,"然 .7급 肰: 개고기 연 灬: 불 화 개고기(肰)를 불(灬)에 태우는 것은? 개고기 를 불 에 태워 껍질의 털을 제거하는 것은 마땅히 ‘그러함( 그럼 )’이지요. 그럴 연 당 연 ( 當 然: 마땅히 그러함) , 필연(必然), 본연(本然)"
蘭,난초 란,艸闌,艹(풀 초) 闌(가로막을 란),ok,난초 란(蘭),http://tonghanja.com/%eb%82%9c%ec%b4%88-%eb%9e%80%e8%98%ad/,"蘭 .3급Ⅱ 艹: 풀 초 闌: 가로막을 란 풀(艹)인데 가로막는(闌) 것은? 풀 인데 잎이 가로막는 것은 ‘ 난초 ’이지요. 난초 란 난 초 (蘭 草 : 긴 칼 모양의 잎이 나는 관상용 풀 ) , 춘란(春蘭), 한란(寒蘭)"
欄,난간 란,木闌,木(나무 목) 闌(가로막을 란),ok,난간 란(欄),http://tonghanja.com/%eb%82%9c%ea%b0%84-%eb%9e%80%e6%ac%84/,"欄 .3급Ⅱ 木: 나무 목 闌: 가로막을 란 나무(木)인데 가로막는(闌) 것은? 나무 인데 가장자리를 가로막는 것은 ‘ 난간 ’이지요. 난간 란 난 간 (欄 干 : 층계나 다리 등의 가장자리를 가로막는 구조물 ) , 공란(空欄), 기입란(記入欄)"
闌,가로막을 란,柬門,門(문 문) 柬(가릴 간),ok,가로막을 란(闌),http://tonghanja.com/%ea%b0%80%eb%a1%9c%eb%a7%89%ec%9d%84-%eb%9e%80%e9%97%8c/,闌 .특급 門: 문 문 柬: 가릴 간 문(門)에서 가리려고(柬) 하는 것은? 문 에서 수상한 사람 따위를 가려 내려고 하는 것은 문을 ‘ 가로막음 ’이지요. 가로막을 란
鍊,단련할 련,柬金,金(쇠 금) 柬(가릴 간),ok,단련할 련(鍊),http://tonghanja.com/%eb%8b%a8%eb%a0%a8%ed%95%a0-%eb%a0%a8%e9%8d%8a/,"鍊 .3급Ⅱ 金: 쇠 금 柬: 가릴 간 쇠(金)에서 불순물을 가리는(柬) 것은? 쇠 에서 불순물을 가려 내는 것은 쇠를 ‘ 단련함 ’이지요. 단련할 련 단 련 ( 鍛 鍊: 쇠를 불에 달구어 두드림 *鍛·2급·단련할 단 ) , 제련(製鍊), 연금(鍊金)"
練,익힐 련,柬糸,糸(실 사) 柬(가릴 간),ok,익힐 련(練),http://tonghanja.com/%ec%9d%b5%ed%9e%90-%eb%a0%a8%e7%b7%b4/,"練 .5급Ⅱ 糸: 실 사 柬: 가릴 간 실(糸)처럼 가리는(柬) 것은? 실 처럼 계속, 잘못된 부분을 가려 내는 것은 무엇을 ‘ 익힘 ’이지요. 익힐 련 연 습 (練 習 : 되풀이하여 익힘) , 훈련(訓練), 수련(修練)"
柬,가릴 간,木网,罒(그물 망) 木(나무 목),ok,가릴 간(柬),http://tonghanja.com/%ea%b0%80%eb%a6%b4-%ea%b0%84%e6%9f%ac/,柬 .특급Ⅱ 罒: 그물 망 木: 나무 목 그물( ) 달린 나무(木)로 하는 것은? 그물 달린 나무 인 뜰채로 하는 것은 ‘ 가림 ’이지요. 가릴 간 * 가리다: 여럿 가운데서 어떤 것을 골라내다.
急,급할 급,心,인(또(손) 우) 心(마음 심),ok,급할 급(急),http://tonghanja.com/%ea%b8%89%ed%95%a0-%ea%b8%89%e6%80%a5/,"急 .6급Ⅱ : 사람 인 : 또(손) 우 心: 마음 심 사람( )을 손( )으로 잡을 때의 마음(心)은? 달아나는 사람 을 쫓아가서 손 으로 잡을 때의 마음 은 ‘ 급함 ’이지요. 급할 급 급 함 (急 함 : 우물쭈물할 겨를이 없음 ) , 긴급(緊急), 시급(時急)"
吸,마실 흡,及,及(미칠(이를) 급),ok,마실 흡(吸),http://tonghanja.com/%eb%a7%88%ec%8b%a4-%ed%9d%a1%e5%90%b8/,"吸 .4급Ⅱ ㅁ: 입 구 及: 미칠(이를) 급 입(ㅁ)으로 이르게(及) 하는 것은? 입 으로 기체나 액체를 몸 안으로 이르게 하는 것은 ‘ 마심 ’이지요. 마실 흡 흡 입 (吸 入 : 들이 마심) , 흡수(吸收), 호흡(呼吸)"
級,등급 급,及糸,糸(실 사) 及(미칠(이를) 급),ok,등급 급(級),http://tonghanja.com/%eb%93%b1%ea%b8%89-%ea%b8%89%e7%b4%9a/,"級 .6급 糸: 실 사 及: 미칠(이를) 급 실(糸)이 이르면(及) 확인하는 것은? 실 이 나에게 이르면 확인하는 것은 실의 ‘ 등급 ’이지요. 등급 급 등 급 ( 等 級: 점수나 품질 따위를 무리지어 구별한 것 ) , 계급(階級), 급수(級數)"
及,미칠 급,又,又(또(손) 우),ok,미칠 급(及),http://tonghanja.com/%eb%af%b8%ec%b9%a0-%ea%b8%89%e5%8f%8a/,"及 .3급Ⅱ : 사람 인 又: 또(손) 우 사람( )을 손(又)으로 잡는 것은? 달아나는 사람 을 손 으로 잡는 것은 달아나는 사람에게 손이 ‘ 미침 ’이지요. 미칠 급 보급(普及), 파급(波及), 언급(言及) * 미치다: 어떤 곳에 이르다."
師,스승 사,帀,帀(두를 잡),ok,스승 사(師),http://tonghanja.com/%ec%8a%a4%ec%8a%b9-%ec%82%ac%e5%b8%ab/,"師 .4급Ⅱ 𠂤: 阝(언덕 부)의 이형 帀: 두를 잡 언덕(𠂤)에서 두르는(帀) 이는? ‘ 언덕 ’ 즉 ‘진지’에서 군사들이 빙 두르는 이는, 군사들에게 무술 시범을 보이는 이인 ‘ 스승 ’이지요. 스승 사 사 범 (師 範 : 시범을 보이는 스승) , 사부(師父), 교사(敎師)"
帀,두를 잡,巾,巾(수건(천) 건),ok,두를 잡(帀),http://tonghanja.com/%eb%91%90%eb%a5%bc-%ec%9e%a1%e5%b8%80/,"帀 .무급 ￣: 모양 巾: 수건(천) 건 위(￣)에 천(巾)이 있는 것은? 아래로 떨어지지 않고, 위 에 천 이 있는 것은 천을 ‘ 두름 ’이지요. 두를 잡"
帥,장수 수,巾,巾(수건(천) 건),ok,장수 수(帥),http://tonghanja.com/%ec%9e%a5%ec%88%98-%ec%88%98%e5%b8%a5/,"帥 .3급Ⅱ 𠂤: 阝(언덕 부)의 이형 巾: 수건(천) 건 언덕(𠂤)의 천(巾)에서 지휘하는 이는? ‘ 언덕 ’ 즉 ‘진지’의 ‘ 천 ’ 즉 ‘대장기’에서 군사를 지휘하는 이는 ‘ 장수 ’이지요. 장수 수 장 수 ( 將 帥: 군사를 거느리는 우두머리 ) , 총수(總帥), 원수(元帥)"
追,쫓을 추,辵,辶(갈 착),ok,쫓을 추(追),http://tonghanja.com/%ec%ab%93%ec%9d%84-%ec%b6%94%e8%bf%bd/,"追 .3급Ⅱ 𠂤: 阝(언덕 부)의 이형 辶: 갈 착 언덕(𠂤)에서 가는(辶) 것은? 언덕 에서 가는 것은 야생 동물 따위를 ‘ 쫓음 ’이지요. 쫓을 추 추 격 (追 擊 : 뒤를 쫓아 가며 공격함 ) , 추적(追跡), 추가(追加) * ‘追’는 언덕에서 가는 것은 야생 동물 따위의 뒤를 따르는 것이라 하여 ‘따를 추’라고도 합니다. * 추가(追加): 뒤따라 더함."
屛,병풍 병,尸幷,尸(주검(집) 시) 幷(아우를 병),ok,병풍 병(屛),http://tonghanja.com/%eb%b3%91%ed%92%8d-%eb%b3%91%e5%b1%9b/,屛 .3급 尸: 주검(집) 시 幷: 아우를 병 집(尸) 안에 놓는 아우른(幷) 것은? 집 안에 펼쳐 놓는 아우른 것은 ‘ 병풍 ’이지요. 병풍 병 병 풍 (屛 風 : 주로 집 안에서 바람을 막거나 무엇을 가리려고 펼쳐 놓는 물건 )
幷,아우를 병,干,干(방패 간),ok,아우를 병(幷),http://tonghanja.com/%ec%95%84%ec%9a%b0%eb%a5%bc-%eb%b3%91%e5%b9%b7/,幷 .특급Ⅱ : 亻(사람 인)의 생략형 干: 방패 간 사람들( )이 방패들(幵)을 붙이는 것은? 사람들 이 방패들 을 옆으로 붙이는 것은 방패들을 ‘ 아우름 ’이지요. 아우를 병 * 아우르다: 여럿을 모아 하나가 되게 하다.
硏,갈 연,幵石,石(돌 석) 幵(평평할 견),ok,갈 연(硏),http://tonghanja.com/%ea%b0%88-%ec%97%b0%e7%a1%8f/,"硏 .4급Ⅱ 石: 돌 석 幵: 평평할 견 돌(石)을 평평하게(幵) 만드는 것은? 돌 을 평평하게 만드는 것은 돌을 ‘ 갊 ’이지요. 갈 연 연 마 (硏 磨 : 갊) , 연구(硏究), 연수(硏修)"
幵,평평할 견,干,干(방패 간) 干(방패 간),ok,평평할 견(幵),http://tonghanja.com/%ed%8f%89%ed%8f%89%ed%95%a0-%ea%b2%ac%e5%b9%b5/,幵 .무급 干: 방패 간 干: 방패 간 방패들(幵)을 붙이면? 방패들 을 옆으로 붙이면 모양이 ‘ 평평함 ’이지요. 평평할 견
遵,좇을 준,尊辵,尊(높을 존) 辶(갈 착),ok,좇을 준(遵),http://tonghanja.com/%ec%a2%87%ec%9d%84-%ec%a4%80%e9%81%b5/,"遵 .3급 尊: 높을 존 辶: 갈 착 높은(尊) 이를 따라가는(辶) 것은? 높은 이를 따라 가는 것은 높은 이를 낮은 이가 ‘ 좇음 ’이지요. 좇을 준 준수(遵守), 준법(遵法), 준거(遵據)"
尊,높을 존,寸酋,酋(우두머리(묵은 술) 추) 寸(마디(손) 촌),ok,높을 존(尊),http://tonghanja.com/%eb%86%92%ec%9d%84-%ec%a1%b4%e5%b0%8a/,"尊 .4급Ⅱ 酋: 우두머리(묵은 술) 추 寸: 마디(손) 촌 묵은 술(酋)을 손(寸)으로 바치는 대상은? 묵은 술 을 손 으로 바치는 대상은 계급 등이 ‘ 높음 ’이지요. 높을 존 존 귀 (尊 貴 : 높고 귀함 ) , 존경(尊敬), 존중(尊重)"
猶,오히려 유,犬酋,犭(개 견) 酋(우두머리 추),ok,오히려 유(猶),http://tonghanja.com/%ec%98%a4%ed%9e%88%eb%a0%a4-%ec%9c%a0%e7%8c%b6/,猶 .3급Ⅱ 犭: 개 견 酋: 우두머리 추 개(犭)의 우두머리(酋)는? 개 과 동물의 우두머리 는 리더십이 인간과 같거나 인간보다 ‘ 오히려 ’ 높지요. 오히려 유 과유불급(過猶不及) * ‘猶’는 ‘같다’는 뜻으로도 쓰입니다.
酋,우두머리 추,八酉,八(모양) 酉(닭(술) 유),ok,우두머리 추(酋),http://tonghanja.com/%ec%9a%b0%eb%91%90%eb%a8%b8%eb%a6%ac-%ec%b6%94%e9%85%8b/,"酋 .1급 八: 모양 酉: 닭(술) 유 향(八)이 나는 술(酉)을 바치는 대상은? ‘ 酋 ’는 향 이 나는 술 인 ‘ 묵은 술 ’을 나타낸 글자였으나, 후에 묵은 술을 바치는 대상인 ‘ 우두머리 ’를 뜻하게 되었답니다. 우두머리 추"
結,맺을 결,士糸,糸(실(줄) 사) 士(선비 사  ㅁ: 입(말) 구),ok,맺을 결(結),http://tonghanja.com/%eb%a7%ba%ec%9d%84-%ea%b2%b0%e7%b5%90/,"結 .5급Ⅱ 糸: 실(줄) 사 士: 선비 사 ㅁ: 입(말) 구 줄(糸)로 선비(士)가 말(ㅁ)을 나타내는 것은? 글자가 없던 시대에, 줄 로 선비 가 말 을 나타내는 것은 매듭을 ‘ 맺음 ’이지요. 맺을 결 결 승 (結 繩 : 줄로 매듭을 맺음 *繩·1급Ⅱ·줄 승 ) , 결속(結束), 연결(連結) * 결승문자(結繩文字): 글자가 없던 시대에, 줄로 매듭을 맺어서 뜻을 나타내던 문자. 고대 중국을 비롯하여 잉카 제국, 티베트 등지에서 사용되었음."
吉,길할 길,士,士(선비 사  ㅁ: 입(말) 구),ok,길할 길(吉),http://tonghanja.com/%ea%b8%b8%ed%95%a0-%ea%b8%b8%e5%90%89/,"吉 .5급 士: 선비 사 ㅁ: 입(말) 구 선비(士)의 말(ㅁ)을 들으면? 선비는 공부를 많이 해서 아는 게 많으므로, 선비 의 말 을 들으면 ‘ 길함 ’이지요. 길할 길 길 함 (吉 함 : 운이 좋거나 일이 상서로움 ) , 길조(吉兆), 대길(大吉)"
夢,꿈 몽,,,none,꿈 몽(夢),http://tonghanja.com/%ea%bf%88-%eb%aa%bd%e5%a4%a2/,"夢 .3급Ⅱ 艹: 모양 罒: 目(눈 목)의 이형 冖: 덮을 멱 夕: 저녁 석 눈꺼풀(艹)로 눈(罒)을 덮고(冖) 저녁(夕)에 꾸는 것은? 눈꺼풀 로 눈 을 덮고 저녁 에 꾸는 것은 ‘ 꿈 ’이지요. 꿈 몽 길몽(吉夢), 흉몽(凶夢), 악몽(惡夢)"
續,이을 속,糸賣,糸(실 사) 賣(팔 매),ok,이을 속(續),http://tonghanja.com/%ec%9d%b4%ec%9d%84-%ec%86%8d%e7%ba%8c/,"續 .4급Ⅱ 糸: 실 사 賣: 팔 매 실(糸)을 팔기(賣) 위해 하는 것은? 실 을 팔기 위해 하는 것은 길게 ‘ 이음 ’이지요. 이을 속 계 속 ( 繼 續: 이음) , 연속(連續), 지속(持續)"
讀,읽을 독,言賣,言(말씀(말) 언) 賣(팔 매),ok,읽을 독(讀),http://tonghanja.com/%ec%9d%bd%ec%9d%84-%eb%8f%85%e8%ae%80/,"讀 .6급Ⅱ 言: 말씀(말) 언 賣: 팔 매 말(言)을 팔(賣) 때처럼 하는 것은? 말 을 물건 팔 때처럼 크게 소리내어 하는 것은 ‘ 읽음 ’이지요. 읽을 독 낭 독 ( 朗 讀: 글을 소리내어 읽음) , 음독(音讀), 독서(讀書)"
賣,팔 매,士買,士(모양) 買(살 매),ok,팔 매(賣),http://tonghanja.com/%ed%8c%94-%eb%a7%a4%e8%b3%a3/,"賣 .5급 士: 모양 買: 살 매 앉아 있는 사람(士)이 사라고(買) 하는 것은? 앉아 있는 사람 인 장사꾼이 무엇을 사라고 하는 것은 ‘ 팖 ’이지요. 팔 매 판 매 ( 販 賣: 팖) , 매출(賣出), 매도(賣渡)"
買,살 매,网貝,罒(目(눈 목)의 이형) 貝(조개(재물) 패),ok,살 매(買),http://tonghanja.com/%ec%82%b4-%eb%a7%a4%e8%b2%b7/,"買 .5급 罒: 目(눈 목)의 이형 貝: 조개(재물) 패 눈(罒)으로 재물(貝)을 보고 하는 것은? 눈 으로 재물 을 보고 나서 하는 것은 ‘ 삼 ’이지요. 살 매 구 매 ( 購 買: 삼 *購·2급·살 구 ) , 매입(買入), 매수(買收)"
探,찾을 탐,手罙,扌(손 수) 罙(깊을 심),ok,찾을 탐(探),http://tonghanja.com/%ec%b0%be%ec%9d%84-%ed%83%90%e6%8e%a2/,"探 .4급 扌: 손 수 罙: 깊을 심 손(扌)을 깊게(罙) 넣는 것은? 손 을 깊게 넣는 것은 무엇을 ‘ 찾음 ’이지요. 찾을 탐 탐 색 (探 索 : 드러나지 않은 것을 찾음) , 탐지(探知), 탐사(探査)"
深,깊을 심,水罙,氵(물 수) 罙(깊을 심),ok,깊을 심(深),http://tonghanja.com/%ea%b9%8a%ec%9d%84-%ec%8b%ac%e6%b7%b1/,"深 .4급Ⅱ 氵: 물 수 罙: 깊을 심 물(氵)이 깊은(罙) 것은? 물 이 깊은 것은 ‘ 깊음 ’이지요. 깊을 심 심 화 (深 化 : 정도나 경지가 깊어 짐 ) , 심층(深 層 ), 심해(深海)"
斷,끊을 단,㡭斤,㡭(이을 계) 斤(근(도끼) 근),ok,끊을 단(斷),http://tonghanja.com/%eb%81%8a%ec%9d%84-%eb%8b%a8%e6%96%b7/,"斷 .4급Ⅱ 㡭: 이을 계 斤: 근(도끼) 근 이은(㡭) 줄을 도끼(斤)로 찍는 것은? 이은 줄을 도끼 로 찍는 것은 ‘ 끊음 ’이지요. 끊을 단 절 단 ( 切 斷: 끊음) , 분단(分斷), 중단(中斷)"
繼,이을 계,㡭糸,糸(실 사) 㡭(이을 계),ok,이을 계(繼),http://tonghanja.com/%ec%9d%b4%ec%9d%84-%ea%b3%84%e7%b9%bc/,"繼 .4급 糸: 실 사 㡭: 이을 계 실(糸)을 잇는(㡭) 것은? 실 을 잇는 것은 ‘ 이음 ’이지요. 이을 계 계 속 (繼 續 : 끊이지 않고 이어 나감 ) , 계승(繼承), 중계(中繼)"
㡭,이을 계,,,none,이을 계(㡭),http://tonghanja.com/%ec%9d%b4%ec%9d%84-%ea%b3%84%e3%a1%ad/,㡭 .무급 앉아서( ) 실들( )을 꼬는 것은? 앉아서 실들 을 꼬는 것은 실을 ‘ 이음 ’이지요. 이을 계
恩,은혜 은,因心,因(모양) 心(마음 심),ok,은혜 은(恩),http://tonghanja.com/%ec%9d%80%ed%98%9c-%ec%9d%80%e6%81%a9/,"恩 .4급Ⅱ 因: 모양 心: 마음 심 곤경(囗)에 처한 사람(大)에게 베푸는 마음(心)은? 곤경 에 처한 사람 에게 고맙게 베풀어 주는 마음 은 ‘ 은혜 ’이지요. 은혜 은 은 혜 (恩 惠 : 고맙게 베풀어 주는 신세나 혜택 ) , 은인(恩人), 보은(報恩)"
姻,혼인 인,因女,女(여자 녀) 因(모양),ok,혼인 인(姻),http://tonghanja.com/%ed%98%bc%ec%9d%b8-%ec%9d%b8%e5%a7%bb/,"姻 .3급 女: 여자 녀 因: 모양 여자(女)가 잠자리(囗)에 누운 사람(大)과 동침하는 것은? 여자 가 잠자리 에 대자로 누운 사람 인 남편과 동침하는 것은 ‘ 혼인 ’이지요. 혼인 인 혼 인 ( 婚 姻: 남녀가 부부가 되는 일 ) , 인척(姻戚), 친인척(親姻戚)"
